# scorer=cert energy=eta K=3 N=1000 M=4200 seed=15 r=0.9 lookahead_k=4
step,vertex,dir,converged,sigma_after,eta_after,chosen,h
0,132,1,1,5.993516197,2,0,3
0,132,0,1,4.723519389,27,0,3
0,620,0,1,5.993517228,2,0,3
0,620,1,1,0.08272036962,72,0,3
0,496,1,1,5.993614653,1,1,3
0,496,0,1,4.621974323,32,0,3
0,810,0,1,5.993330997,1,0,3
0,810,1,1,2.818782603,44,0,3
2,132,1,1,5.993358387,1,1,3
2,132,0,1,4.723731384,27,0,3
2,620,0,1,5.99335821,1,0,3
2,620,1,1,0.08220072286,74,0,3
2,496,1,1,5.993347674,1,0,3
2,496,0,1,4.621574707,32,0,3
2,810,0,1,5.993081511,1,0,3
2,810,1,1,2.817782338,43,0,3
4,132,1,1,5.993533022,1,0,3
4,132,0,1,4.723661628,27,0,3
4,620,0,1,5.993534352,1,0,3
4,620,1,1,0.081880395,74,0,3
4,496,1,1,5.993545392,1,1,3
4,496,0,1,4.621840258,32,0,3
4,810,0,1,5.993252592,1,0,3
4,810,1,1,2.818781028,44,0,3
6,132,1,1,5.99347633,1,0,3
6,132,0,1,4.72357165,27,0,3
6,620,0,1,5.993476665,1,0,3
6,620,1,1,0.08247397287,72,0,3
6,496,1,1,5.993465423,1,0,3
6,496,0,1,4.621555055,32,0,3
6,810,0,1,5.993275723,0,1,3
6,810,1,1,2.817814063,43,0,3
8,132,1,1,5.993581657,1,0,3
8,132,0,1,4.723608873,27,0,3
8,620,0,1,5.99358218,1,1,3
8,620,1,1,0.08265382901,72,0,3
8,496,1,1,5.993580379,1,0,3
8,496,0,1,4.621848986,32,0,3
8,810,0,1,5.993293361,1,0,3
8,810,1,1,2.817838434,43,0,3
10,132,1,1,5.993504912,1,0,3
10,132,0,1,4.723651899,27,0,3
10,620,0,1,5.993506345,1,1,3
10,620,1,1,0.08260757294,72,0,3
10,496,1,1,5.993503613,1,0,3
10,496,0,1,4.62163122,32,0,3
10,810,0,1,5.993206207,1,0,3
10,810,1,1,2.817842582,43,0,3
12,132,1,1,5.993498822,1,0,3
12,132,0,1,4.723609733,27,0,3
12,620,0,1,5.993497541,1,0,3
12,620,1,1,0.08202860044,74,0,3
12,496,1,1,5.993500692,1,1,3
12,496,0,1,4.621711159,32,0,3
12,810,0,1,5.993191127,1,0,3
12,810,1,1,2.817845399,43,0,3
14,132,1,1,5.993532103,1,0,3
14,132,0,1,4.723597099,27,0,3
14,620,0,1,5.993532774,1,1,3
14,620,1,1,0.08195928699,74,0,3
14,496,1,1,5.993530507,1,0,3
14,496,0,1,4.6215691,33,0,3
14,810,0,1,5.993224668,1,0,3
14,810,1,1,2.817856427,43,0,3
16,132,1,1,5.993532856,1,0,3
16,132,0,1,4.723634578,27,0,3
16,620,0,1,5.993532184,1,0,3
16,620,1,1,0.08249788336,72,0,3
16,496,1,1,5.993532959,1,1,3
16,496,0,1,4.621712595,32,0,3
16,810,0,1,5.993228765,1,0,3
16,810,1,1,2.817849757,43,0,3
17,132,1,1,5.992043694,1,0,3
17,132,0,1,4.72178654,27,0,3
17,620,0,1,5.992043214,1,0,3
17,620,1,1,0.08094439421,74,0,3
17,810,0,1,5.992048838,1,1,3
17,810,1,1,2.810862616,43,0,3
17,583,0,1,5.991664848,1,0,3
17,583,1,1,4.2350939,30,0,3
19,132,1,1,5.992045596,1,0,3
19,132,0,1,4.721775829,27,0,3
19,620,0,1,5.992045787,1,0,3
19,620,1,1,0.08102669144,74,0,3
19,810,0,1,5.992048022,1,1,3
19,810,1,1,2.810856535,43,0,3
19,583,0,1,5.991671007,1,0,3
19,583,1,1,4.235026344,30,0,3
21,132,1,1,5.992048284,1,0,3
21,132,0,1,4.721774422,27,0,3
21,620,0,1,5.992048974,1,0,3
21,620,1,1,0.0809657626,74,0,3
21,810,0,1,5.992053956,1,1,3
21,810,1,1,2.810846471,43,0,3
21,583,0,1,5.991676259,1,0,3
21,583,1,1,4.235039681,30,0,3
23,132,1,1,5.99205027,1,0,3
23,132,0,1,4.721768733,27,0,3
23,620,0,1,5.992050322,1,0,3
23,620,1,1,0.08096011971,74,0,3
23,810,0,1,5.992054029,1,1,3
23,810,1,1,2.810844156,43,0,3
23,583,0,1,5.991680316,1,0,3
23,583,1,1,4.235044756,30,0,3
25,132,1,1,5.992050073,1,0,3
25,132,0,1,4.721768522,27,0,3
25,620,0,1,5.992049934,1,0,3
25,620,1,1,0.08099393071,74,0,3
25,810,0,1,5.992053941,1,1,3
25,810,1,1,2.810849741,43,0,3
25,583,0,1,5.991679692,1,0,3
25,583,1,1,4.23503606,30,0,3
27,132,1,1,5.992051341,1,0,3
27,132,0,1,4.721773506,27,0,3
27,620,0,1,5.992051474,1,0,3
27,620,1,1,0.08095811586,74,0,3
27,810,0,1,5.992054836,1,1,3
27,810,1,1,2.81084985,43,0,3
27,583,0,1,5.991678784,1,0,3
27,583,1,1,4.235048939,30,0,3
29,132,1,1,5.992052331,1,0,3
29,132,0,1,4.721766655,27,0,3
29,620,0,1,5.992052049,1,0,3
29,620,1,1,0.08097634243,74,0,3
29,810,0,1,5.992055567,1,1,3
29,810,1,1,2.810851807,43,0,3
29,583,0,1,5.991679092,1,0,3
29,583,1,1,4.235050289,30,0,3
31,132,1,1,5.992052394,1,0,3
31,132,0,1,4.721773077,27,0,3
31,620,0,1,5.992052425,1,0,3
31,620,1,1,0.08098569221,74,0,3
31,810,0,1,5.992055598,1,1,3
31,810,1,1,2.810853265,43,0,3
31,583,0,1,5.991678955,1,0,3
31,583,1,1,4.235053021,30,0,3
33,132,1,1,5.992051774,1,0,3
33,132,0,1,4.721770048,27,0,3
33,620,0,1,5.992051764,1,0,3
33,620,1,1,0.08096697326,74,0,3
33,810,0,1,5.992054829,1,1,3
33,810,1,1,2.810852149,43,0,3
33,583,0,1,5.991679171,1,0,3
33,583,1,1,4.235053682,30,0,3
35,132,1,1,5.992050094,1,0,3
35,132,0,1,4.721767774,27,0,3
35,620,0,1,5.992049917,1,0,3
35,620,1,1,0.08097988384,74,0,3
35,810,0,1,5.992053863,1,1,3
35,810,1,1,2.810852924,43,0,3
35,583,0,1,5.991677605,1,0,3
35,583,1,1,4.235053647,30,0,3
36,132,1,1,5.990205003,1,0,3
36,132,0,1,4.721385148,29,0,3
36,620,0,1,5.990204844,1,0,3
36,620,1,1,0.07760945631,74,0,3
36,583,0,1,5.99020529,1,1,3
36,583,1,1,4.232637272,30,0,3
36,622,0,1,5.990121896,1,0,3
36,622,1,1,2.716931392,41,0,3
