# scorer=cert energy=hybrid K=3 N=1000 M=4200 seed=1 r=0.9 lookahead_k=4
step,vertex,dir,converged,sigma_after,eta_after,chosen,h
0,421,1,1,6.342211518,0,0,1
0,421,0,1,5.702926481,19,0,1
0,579,1,1,6.342211518,0,0,1
0,579,0,1,5.311232821,28,0,1
0,697,0,1,6.342211518,0,1,1
0,697,1,1,5.143702417,23,0,1
0,55,0,1,6.342155384,1,0,1
0,55,1,1,5.005221225,30,0,1
2,421,1,1,6.341978301,0,0,1
2,421,0,1,5.703019039,19,0,1
2,697,0,1,6.341978301,0,0,1
2,697,1,1,5.144680631,25,0,1
2,579,1,1,6.341978301,0,0,1
2,579,0,1,5.31115858,28,0,1
2,55,0,1,6.342008233,1,1,1
2,55,1,1,5.00526939,30,0,1
4,421,1,1,6.342119793,0,0,1
4,421,0,1,5.703032145,19,0,1
4,697,0,1,6.342119793,0,0,1
4,697,1,1,5.143719816,23,0,1
4,579,1,1,6.342119793,0,0,1
4,579,0,1,5.311239379,28,0,1
4,55,0,1,6.34218038,1,1,1
4,55,1,1,5.006049393,28,0,1
6,421,1,1,6.342059236,0,0,1
6,421,0,1,5.70376201,18,0,1
6,697,0,1,6.342059236,0,0,1
6,697,1,1,5.144664877,25,0,1
6,579,1,1,6.342059236,0,0,1
6,579,0,1,5.311206302,28,0,1
6,55,0,1,6.342139952,1,1,1
6,55,1,1,5.005200936,30,0,1
8,421,1,1,6.342163784,0,0,1
8,421,0,1,5.703015139,19,0,1
8,697,0,1,6.342163784,0,1,1
8,697,1,1,5.143708619,23,0,1
8,579,1,1,6.342163784,0,0,1
8,579,0,1,5.311171903,28,0,1
8,55,0,1,6.342113184,1,0,1
8,55,1,1,5.00522288,30,0,1
10,421,1,1,6.342160951,0,0,1
10,421,0,1,5.702998411,19,0,1
10,697,0,1,6.342160951,0,1,1
10,697,1,1,5.143701826,23,0,1
10,579,1,1,6.342160951,0,0,1
10,579,0,1,5.31118817,28,0,1
10,55,0,1,6.342141553,1,0,1
10,55,1,1,5.005173379,30,0,1
12,421,1,1,6.342178552,0,0,1
12,421,0,1,5.703721109,18,0,1
12,697,0,1,6.342178552,0,0,1
12,697,1,1,5.143684669,23,0,1
12,579,1,1,6.342178552,0,1,1
12,579,0,1,5.311210492,28,0,1
12,55,0,1,6.342132302,1,0,1
12,55,1,1,5.005134117,30,0,1
14,421,1,1,6.342185108,0,1,1
14,421,0,1,5.703723202,18,0,1
14,579,1,1,6.342185108,0,0,1
14,579,0,1,5.311190034,28,0,1
14,697,0,1,6.342185108,0,0,1
14,697,1,1,5.143643857,23,0,1
14,55,0,1,6.342139314,1,0,1
14,55,1,1,5.005148884,30,0,1
16,579,1,1,6.342162305,0,1,1
16,579,0,1,5.311200086,28,0,1
16,421,1,1,6.342162305,0,0,1
16,421,0,1,5.703063117,19,0,1
16,697,0,1,6.342162305,0,0,1
16,697,1,1,5.143675467,23,0,1
16,55,0,1,6.342132109,1,0,1
16,55,1,1,5.005194546,30,0,1
17,697,0,1,6.342168628,0,1,1
17,697,1,1,5.143646666,23,0,1
17,421,1,1,6.342168628,0,0,1
17,421,0,1,5.70376609,18,0,1
17,55,0,1,6.342141576,1,0,1
17,55,1,1,5.005204207,30,0,1
17,770,1,1,6.341765117,1,0,1
17,770,0,1,4.787524604,28,0,1
19,421,1,1,6.342176957,0,1,1
19,421,0,1,5.703023807,19,0,1
19,697,0,1,6.342176957,0,0,1
19,697,1,1,5.143665195,23,0,1
19,55,0,1,6.342129033,1,0,1
19,55,1,1,5.005204995,30,0,1
19,770,1,1,6.341752174,1,0,1
19,770,0,1,4.787529238,28,0,1
21,697,0,1,6.342165062,0,0,1
21,697,1,1,5.143693856,23,0,1
21,421,1,1,6.342165062,0,1,1
21,421,0,1,5.703021594,19,0,1
21,55,0,1,6.34213705,1,0,1
21,55,1,1,5.005186526,30,0,1
21,770,1,1,6.341760072,1,0,1
21,770,0,1,4.787537008,28,0,1
23,697,0,1,6.342178067,0,1,1
23,697,1,1,5.143694678,23,0,1
23,421,1,1,6.342178067,0,0,1
23,421,0,1,5.70374244,18,0,1
23,55,0,1,6.342136021,1,0,1
23,55,1,1,5.005159705,30,0,1
23,770,1,1,6.341759245,1,0,1
23,770,0,1,4.787538075,28,0,1
25,421,1,1,6.342170981,0,1,1
25,421,0,1,5.703731017,18,0,1
25,697,0,1,6.342170981,0,0,1
25,697,1,1,5.143662441,23,0,1
25,55,0,1,6.34213454,1,0,1
25,55,1,1,5.005159994,30,0,1
25,770,1,1,6.341756899,1,0,1
25,770,0,1,4.787532191,28,0,1
27,697,0,1,6.342171596,0,0,1
27,697,1,1,5.143667407,23,0,1
27,421,1,1,6.342171596,0,1,1
27,421,0,1,5.703040709,19,0,1
27,55,0,1,6.342134315,1,0,1
27,55,1,1,5.005183322,30,0,1
27,770,1,1,6.341757039,1,0,1
27,770,0,1,4.787530168,28,0,1
29,697,0,1,6.342172482,0,0,1
29,697,1,1,5.143676179,23,0,1
29,421,1,1,6.342172482,0,1,1
29,421,0,1,5.703032252,19,0,1
29,55,0,1,6.342137663,1,0,1
29,55,1,1,5.005193918,30,0,1
29,770,1,1,6.341760492,1,0,1
29,770,0,1,4.787526389,28,0,1
31,697,0,1,6.342172797,0,0,1
31,697,1,1,5.143680802,23,0,1
31,421,1,1,6.342172797,0,1,1
31,421,0,1,5.703752192,18,0,1
31,55,0,1,6.342134454,1,0,1
31,55,1,1,5.005187425,30,0,1
31,770,1,1,6.341757152,1,0,1
31,770,0,1,4.787528295,28,0,1
33,697,0,1,6.342170196,0,1,1
33,697,1,1,5.143674328,23,0,1
33,421,1,1,6.342170196,0,0,1
33,421,0,1,5.703736723,18,0,1
33,55,0,1,6.342135457,1,0,1
33,55,1,1,5.005179225,30,0,1
33,770,1,1,6.3417582,1,0,1
33,770,0,1,4.787532143,28,0,1
35,421,1,1,6.342173196,0,1,1
35,421,0,1,5.70374006,18,0,1
35,697,0,1,6.342173196,0,0,1
35,697,1,1,5.143674011,23,0,1
35,55,0,1,6.342136106,1,0,1
35,55,1,1,5.005172922,30,0,1
35,770,1,1,6.341758798,1,0,1
35,770,0,1,4.787537439,28,0,1
36,697,0,1,6.342172547,0,1,1
36,697,1,1,5.143673287,23,0,1
36,55,0,1,6.342134941,1,0,1
36,55,1,1,5.005168741,30,0,1
36,770,1,1,6.341757655,1,0,1
36,770,0,1,4.787531405,28,0,1
36,69,1,1,6.341120452,1,0,1
36,69,0,1,4.16830667,37,0,1
38,697,0,1,6.342171861,0,1,1
38,697,1,1,5.143666481,23,0,1
38,55,0,1,6.342135581,1,0,1
38,55,1,1,5.005177239,30,0,1
38,770,1,1,6.341758227,1,0,1
38,770,0,1,4.787530633,28,0,1
38,69,1,1,6.341120948,1,0,1
38,69,0,1,4.168308838,37,0,1
40,697,0,1,6.34217198,0,1,1
40,697,1,1,5.143669551,23,0,1
40,55,0,1,6.342135571,1,0,1
40,55,1,1,5.005186585,30,0,1
40,770,1,1,6.341758301,1,0,1
40,770,0,1,4.787530106,28,0,1
40,69,1,1,6.341120505,1,0,1
40,69,0,1,4.168310837,37,0,1
42,697,0,1,6.342172122,0,1,1
42,697,1,1,5.143677947,23,0,1
42,55,0,1,6.3421356,1,0,1
42,55,1,1,5.005185165,30,0,1
42,770,1,1,6.341758391,1,0,1
42,770,0,1,4.787529844,28,0,1
42,69,1,1,6.341120631,1,0,1
42,69,0,1,4.168311898,37,0,1
44,697,0,1,6.34217182,0,1,1
44,697,1,1,5.143677258,23,0,1
44,55,0,1,6.342135355,1,0,1
44,55,1,1,5.005179631,30,0,1
44,770,1,1,6.341758068,1,0,1
44,770,0,1,4.787530947,28,0,1
44,69,1,1,6.341120715,1,0,1
44,69,0,1,4.168310682,37,0,1
46,697,0,1,6.342172079,0,1,1
46,697,1,1,5.143674682,23,0,1
46,55,0,1,6.342135797,1,0,1
46,55,1,1,5.005176949,30,0,1
46,770,1,1,6.341758512,1,0,1
46,770,0,1,4.787533566,28,0,1
46,69,1,1,6.341121321,1,0,1
46,69,0,1,4.168309699,37,0,1
48,697,0,1,6.34217203,0,1,1
48,697,1,1,5.14367389,23,0,1
48,55,0,1,6.342135351,1,0,1
48,55,1,1,5.005176599,30,0,1
48,770,1,1,6.341758041,1,0,1
48,770,0,1,4.787531792,28,0,1
48,69,1,1,6.341120854,1,0,1
48,69,0,1,4.168308305,37,0,1
50,697,0,1,6.342171853,0,1,1
50,697,1,1,5.143673911,23,0,1
50,55,0,1,6.342135602,1,0,1
50,55,1,1,5.0051786,30,0,1
50,770,1,1,6.341758325,1,0,1
50,770,0,1,4.78753037,28,0,1
50,69,1,1,6.341120934,1,0,1
50,69,0,1,4.168309256,37,0,1
52,697,0,1,6.342172079,0,1,1
52,697,1,1,5.143672763,23,0,1
52,55,0,1,6.342135564,1,0,1
52,55,1,1,5.005182416,30,0,1
52,770,1,1,6.34175828,1,0,1
52,770,0,1,4.787529549,28,0,1
52,69,1,1,6.341120661,1,0,1
52,69,0,1,4.168310681,37,0,1
54,697,0,1,6.342171989,0,1,1
54,697,1,1,5.143673724,23,0,1
54,55,0,1,6.342135527,1,0,1
54,55,1,1,5.00518274,30,0,1
54,770,1,1,6.341758289,1,0,1
54,770,0,1,4.787530994,28,0,1
54,69,1,1,6.34112064,1,0,1
54,69,0,1,4.168310522,37,0,1
55,55,0,1,6.342135503,1,1,1
55,55,1,1,5.005180718,30,0,1
55,770,1,1,6.341758255,1,0,1
55,770,0,1,4.787530967,28,0,1
55,69,1,1,6.341120808,1,0,1
55,69,0,1,4.168310474,37,0,1
55,236,0,1,6.340918831,0,0,1
55,236,1,1,-0.2076624984,59,0,1
57,55,0,1,6.342135548,1,1,1
57,55,1,1,5.005178214,30,0,1
57,770,1,1,6.341758273,1,0,1
57,770,0,1,4.787531597,28,0,1
57,69,1,1,6.341120962,1,0,1
57,69,0,1,4.168309087,37,0,1
57,236,0,1,6.340918879,0,0,1
57,236,1,1,-0.2076639156,59,0,1
59,55,0,1,6.342135555,1,1,1
59,55,1,1,5.005180595,30,0,1
59,770,1,1,6.341758277,1,0,1
59,770,0,1,4.787530431,28,0,1
59,69,1,1,6.341120827,1,0,1
59,69,0,1,4.168310208,37,0,1
59,236,0,1,6.340918894,0,0,1
59,236,1,1,-0.2076626196,59,0,1
61,55,0,1,6.342135538,1,1,1
61,55,1,1,5.005180289,30,0,1
61,770,1,1,6.341758282,1,0,1
61,770,0,1,4.787531595,28,0,1
61,69,1,1,6.341120857,1,0,1
61,69,0,1,4.168310074,37,0,1
61,236,0,1,6.340918936,0,0,1
61,236,1,1,-0.2076628692,59,0,1
63,55,0,1,6.342135532,1,1,1
63,55,1,1,5.005178848,30,0,1
63,770,1,1,6.341758265,1,0,1
63,770,0,1,4.787531085,28,0,1
63,69,1,1,6.341120908,1,0,1
63,69,0,1,4.16830958,37,0,1
63,236,0,1,6.340918862,0,0,1
63,236,1,1,-0.2076633158,59,0,1
65,55,0,1,6.34213554,1,1,1
65,55,1,1,5.005180482,30,0,1
65,770,1,1,6.341758275,1,0,1
65,770,0,1,4.787531062,28,0,1
65,69,1,1,6.341120815,1,0,1
65,69,0,1,4.168310007,37,0,1
65,236,0,1,6.340918878,0,0,1
65,236,1,1,-0.2076628047,59,0,1
67,55,0,1,6.342135536,1,1,1
67,55,1,1,5.00517981,30,0,1
67,770,1,1,6.341758274,1,0,1
67,770,0,1,4.787531205,28,0,1
67,69,1,1,6.341120875,1,0,1
67,69,0,1,4.168309999,37,0,1
67,236,0,1,6.340918903,0,0,1
67,236,1,1,-0.2076629583,59,0,1
69,55,0,1,6.342135535,1,1,1
69,55,1,1,5.005179472,30,0,1
69,770,1,1,6.341758265,1,0,1
69,770,0,1,4.787531289,28,0,1
69,69,1,1,6.341120863,1,0,1
69,69,0,1,4.168309749,37,0,1
69,236,0,1,6.340918886,0,0,1
69,236,1,1,-0.2076631335,59,0,1
71,55,0,1,6.342135537,1,1,1
71,55,1,1,5.005180095,30,0,1
71,770,1,1,6.341758274,1,0,1
71,770,0,1,4.787531077,28,0,1
71,69,1,1,6.341120839,1,0,1
71,69,0,1,4.168309955,37,0,1
71,236,0,1,6.340918876,0,0,1
71,236,1,1,-0.207662865,59,0,1
73,55,0,1,6.342135537,1,1,1
73,55,1,1,5.005179797,30,0,1
73,770,1,1,6.341758271,1,0,1
73,770,0,1,4.787531249,28,0,1
73,69,1,1,6.341120858,1,0,1
73,69,0,1,4.168309916,37,0,1
73,236,0,1,6.34091889,0,0,1
73,236,1,1,-0.2076630099,59,0,1
74,770,1,1,6.34175826,1,1,1
74,770,0,1,4.70034582,25,0,1
74,69,1,1,6.341084431,1,0,1
74,69,0,1,4.168269482,37,0,1
74,236,0,1,6.34088235,0,0,1
74,236,1,1,-0.2076738396,59,0,1
74,920,1,1,6.340400191,1,0,1
74,920,0,1,4.223804319,28,0,1
76,770,1,1,6.341758197,1,1,1
76,770,0,1,4.700347526,25,0,1
76,69,1,1,6.34108442,1,0,1
76,69,0,1,4.168269247,37,0,1
76,236,0,1,6.340882701,0,0,1
76,236,1,1,-0.2076736975,59,0,1
76,920,1,1,6.340400459,1,0,1
76,920,0,1,4.22380392,28,0,1
78,770,1,1,6.341758307,1,1,1
78,770,0,1,4.700347296,25,0,1
78,69,1,1,6.341084353,1,0,1
78,69,0,1,4.168268931,37,0,1
78,236,0,1,6.340882621,0,0,1
78,236,1,1,-0.207673618,59,0,1
78,920,1,1,6.340400767,1,0,1
78,920,0,1,4.223803263,28,0,1
80,770,1,1,6.34175838,1,1,1
80,770,0,1,4.70034815,25,0,1
80,69,1,1,6.34108444,1,0,1
80,69,0,1,4.168268957,37,0,1
80,236,0,1,6.340882408,0,0,1
80,236,1,1,-0.2076735577,59,0,1
80,920,1,1,6.340400959,1,0,1
80,920,0,1,4.223803809,28,0,1
82,770,1,1,6.341758325,1,1,1
82,770,0,1,4.700348235,25,0,1
82,69,1,1,6.341084522,1,0,1
82,69,0,1,4.168269082,37,0,1
82,236,0,1,6.340882493,0,0,1
82,236,1,1,-0.2076733703,59,0,1
82,920,1,1,6.340400821,1,0,1
82,920,0,1,4.223803859,28,0,1
84,770,1,1,6.341758299,1,1,1
84,770,0,1,4.700347822,25,0,1
84,69,1,1,6.341084525,1,0,1
84,69,0,1,4.168268921,37,0,1
84,236,0,1,6.340882488,0,0,1
84,236,1,1,-0.2076735003,59,0,1
84,920,1,1,6.340400794,1,0,1
84,920,0,1,4.223803561,28,0,1
86,770,1,1,6.341758295,1,1,1
86,770,0,1,4.700348032,25,0,1
86,69,1,1,6.341084478,1,0,1
86,69,0,1,4.168268931,37,0,1
86,236,0,1,6.340882516,0,0,1
86,236,1,1,-0.2076734558,59,0,1
86,920,1,1,6.340400877,1,0,1
86,920,0,1,4.223803616,28,0,1
88,770,1,1,6.341758293,1,1,1
88,770,0,1,4.700348082,25,0,1
88,69,1,1,6.34108449,1,0,1
88,69,0,1,4.168268997,37,0,1
88,236,0,1,6.340882517,0,0,1
88,236,1,1,-0.2076734093,59,0,1
88,920,1,1,6.340400871,1,0,1
88,920,0,1,4.223803608,28,0,1
90,770,1,1,6.341758301,1,1,1
90,770,0,1,4.700348186,25,0,1
90,69,1,1,6.341084513,1,0,1
90,69,0,1,4.168268942,37,0,1
90,236,0,1,6.340882494,0,0,1
90,236,1,1,-0.207673478,59,0,1
90,920,1,1,6.340400887,1,0,1
90,920,0,1,4.223803514,28,0,1
92,770,1,1,6.341758306,1,1,1
92,770,0,1,4.700348297,25,0,1
92,69,1,1,6.341084513,1,0,1
92,69,0,1,4.168268974,37,0,1
92,236,0,1,6.340882498,0,0,1
92,236,1,1,-0.2076734362,59,0,1
92,920,1,1,6.340400914,1,0,1
92,920,0,1,4.22380358,28,0,1
93,69,1,1,6.340707227,1,1,1
93,69,0,1,4.167910072,37,0,1
93,236,0,1,6.340504282,0,0,1
93,236,1,1,-0.207756816,59,0,1
93,920,1,1,6.3400226,1,0,1
93,920,0,1,4.223589746,28,0,1
93,801,1,1,6.338804755,1,0,1
93,801,0,1,3.635564947,33,0,1
95,69,1,1,6.340707263,1,1,1
95,69,0,1,4.167911486,37,0,1
95,236,0,1,6.340504741,0,0,1
95,236,1,1,-0.2077570181,59,0,1
95,920,1,1,6.340023342,1,0,1
95,920,0,1,4.223590249,28,0,1
95,801,1,1,6.338804369,1,0,1
95,801,0,1,3.635565348,33,0,1
97,69,1,1,6.340707745,1,1,1
97,69,0,1,4.167910909,37,0,1
97,236,0,1,6.340505268,0,0,1
97,236,1,1,-0.2077560876,59,0,1
97,920,1,1,6.340024266,1,0,1
97,920,0,1,4.223587875,28,0,1
97,801,1,1,6.338804866,1,0,1
97,801,0,1,3.635565425,33,0,1
99,69,1,1,6.340707423,1,1,1
99,69,0,1,4.167910572,37,0,1
99,236,0,1,6.340505361,0,0,1
99,236,1,1,-0.2077565227,59,0,1
99,920,1,1,6.340024085,1,0,1
99,920,0,1,4.223587071,28,0,1
99,801,1,1,6.338804696,1,0,1
99,801,0,1,3.635566018,33,0,1
101,69,1,1,6.340707236,1,1,1
101,69,0,1,4.167910088,37,0,1
101,236,0,1,6.34050533,0,0,1
101,236,1,1,-0.2077562906,59,0,1
101,920,1,1,6.340024178,1,0,1
101,920,0,1,4.223588141,28,0,1
101,801,1,1,6.338804844,1,0,1
101,801,0,1,3.635565511,33,0,1
103,69,1,1,6.340707263,1,1,1
103,69,0,1,4.167910487,37,0,1
103,236,0,1,6.340505379,0,0,1
103,236,1,1,-0.2077561515,59,0,1
103,920,1,1,6.340024025,1,0,1
103,920,0,1,4.223587135,28,0,1
103,801,1,1,6.338804914,1,0,1
103,801,0,1,3.635565852,33,0,1
105,69,1,1,6.340707301,1,1,1
105,69,0,1,4.167910088,37,0,1
105,236,0,1,6.3405052,0,0,1
105,236,1,1,-0.2077566352,59,0,1
105,920,1,1,6.34002438,1,0,1
105,920,0,1,4.223586691,28,0,1
105,801,1,1,6.338805182,1,0,1
105,801,0,1,3.635565831,33,0,1
107,69,1,1,6.340707347,1,1,1
107,69,0,1,4.167910399,37,0,1
107,236,0,1,6.340505087,0,0,1
107,236,1,1,-0.2077562358,59,0,1
107,920,1,1,6.340024293,1,0,1
107,920,0,1,4.223586844,28,0,1
107,801,1,1,6.338805191,1,0,1
107,801,0,1,3.635565784,33,0,1
109,69,1,1,6.34070735,1,1,1
109,69,0,1,4.167910391,37,0,1
109,236,0,1,6.34050509,0,0,1
109,236,1,1,-0.2077562866,59,0,1
109,920,1,1,6.340024201,1,0,1
109,920,0,1,4.223586616,28,0,1
109,801,1,1,6.33880513,1,0,1
109,801,0,1,3.635565916,33,0,1
