# scorer=cert energy=sigma K=3 N=1000 M=4150 seed=2 r=0.9 lookahead_k=4
step,vertex,dir,converged,sigma_after,eta_after,chosen
0,621,0,1,16.70656146,0,1
0,621,1,1,15.54118683,15,0
0,960,1,1,16.70656146,0,0
0,960,0,1,15.36358352,15,0
0,226,1,1,16.70580484,1,0
0,226,0,1,14.21051753,17,0
0,366,1,1,16.70431965,1,0
0,366,0,1,15.72023876,13,0
2,960,1,1,16.7065433,0,1
2,960,0,1,15.36345951,15,0
2,621,0,1,16.7065433,0,0
2,621,1,1,15.54111618,15,0
2,226,1,1,16.70580384,1,0
2,226,0,1,14.21053238,17,0
2,366,1,1,16.70431462,1,0
2,366,0,1,15.72029044,13,0
4,621,0,1,16.70645152,0,0
4,621,1,1,15.54106883,15,0
4,960,1,1,16.70645152,0,1
4,960,0,1,15.36336363,15,0
4,226,1,1,16.70577694,1,0
4,226,0,1,14.21054677,17,0
4,366,1,1,16.70428685,1,0
4,366,0,1,15.72039307,13,0
6,621,0,1,16.70644496,0,1
6,621,1,1,15.54103844,15,0
6,960,1,1,16.70644496,0,0
6,960,0,1,15.36327193,15,0
6,226,1,1,16.70578827,1,0
6,226,0,1,14.21055127,17,0
6,366,1,1,16.70428788,1,0
6,366,0,1,15.72046929,13,0
8,960,1,1,16.70645567,0,1
8,960,0,1,15.36319904,15,0
8,621,0,1,16.70645567,0,0
8,621,1,1,15.54101419,15,0
8,226,1,1,16.70578754,1,0
8,226,0,1,14.21055726,17,0
8,366,1,1,16.7042898,1,0
8,366,0,1,15.7205077,13,0
10,621,0,1,16.70647388,0,0
10,621,1,1,15.54098415,15,0
10,960,1,1,16.70647388,0,1
10,960,0,1,15.36315248,15,0
10,226,1,1,16.70580644,1,0
10,226,0,1,14.21056434,17,0
10,366,1,1,16.70430185,1,0
10,366,0,1,15.72054104,13,0
12,621,0,1,16.70648183,0,1
12,621,1,1,15.54096292,15,0
12,960,1,1,16.70648183,0,0
12,960,0,1,15.36311027,15,0
12,226,1,1,16.70581533,1,0
12,226,0,1,14.21057191,17,0
12,366,1,1,16.70430966,1,0
12,366,0,1,15.72056895,13,0
14,960,1,1,16.70649126,0,1
14,960,0,1,15.36307863,15,0
14,621,0,1,16.70649126,0,0
14,621,1,1,15.54094961,15,0
14,226,1,1,16.70582181,1,0
14,226,0,1,14.21057596,17,0
14,366,1,1,16.70431216,1,0
14,366,0,1,15.72058431,13,0
16,621,0,1,16.7064975,0,1
16,621,1,1,15.54093673,15,0
16,960,1,1,16.7064975,0,0
16,960,0,1,15.3630532,15,0
16,226,1,1,16.7058261,1,0
16,226,0,1,14.21058091,17,0
16,366,1,1,16.70431469,1,0
16,366,0,1,15.72059791,13,0
17,960,1,1,16.70649913,0,1
17,960,0,1,15.3630426,15,0
17,226,1,1,16.70582749,1,0
17,226,0,1,14.21058195,17,0
17,366,1,1,16.70431591,1,0
17,366,0,1,15.72059845,13,0
17,307,0,1,16.70329737,0,0
17,307,1,1,12.32230892,25,0
19,960,1,1,16.70650206,0,1
19,960,0,1,15.36302467,15,0
19,226,1,1,16.7058297,1,0
19,226,0,1,14.21058633,17,0
19,366,1,1,16.70431666,1,0
19,366,0,1,15.72061079,13,0
19,307,0,1,16.70329633,0,0
19,307,1,1,12.32231721,25,0
21,960,1,1,16.70650422,0,1
21,960,0,1,15.36301165,15,0
21,226,1,1,16.70583156,1,0
21,226,0,1,14.21058911,17,0
21,366,1,1,16.70431726,1,0
21,366,0,1,15.72061843,13,0
21,307,0,1,16.70329638,0,0
21,307,1,1,12.32232296,25,0
23,960,1,1,16.70650569,0,1
23,960,0,1,15.36300147,15,0
23,226,1,1,16.70583284,1,0
23,226,0,1,14.21059172,17,0
23,366,1,1,16.7043177,1,0
23,366,0,1,15.72062323,13,0
23,307,0,1,16.70329693,0,0
23,307,1,1,12.32232781,25,0
25,960,1,1,16.70650673,0,1
25,960,0,1,15.36299421,15,0
25,226,1,1,16.70583359,1,0
25,226,0,1,14.21059403,17,0
25,366,1,1,16.70431794,1,0
25,366,0,1,15.72062737,13,0
25,307,0,1,16.70329597,0,0
25,307,1,1,12.32233201,25,0
27,960,1,1,16.70650738,0,1
27,960,0,1,15.36298866,15,0
27,226,1,1,16.70583407,1,0
27,226,0,1,14.2105958,17,0
27,366,1,1,16.70431774,1,0
27,366,0,1,15.72062974,13,0
27,307,0,1,16.70329607,0,0
27,307,1,1,12.32233526,25,0
29,960,1,1,16.70650777,0,1
29,960,0,1,15.36298451,15,0
29,226,1,1,16.7058344,1,0
29,226,0,1,14.21059728,17,0
29,366,1,1,16.70431766,1,0
29,366,0,1,15.72063166,13,0
29,307,0,1,16.70329543,0,0
29,307,1,1,12.3223376,25,0
31,960,1,1,16.706508,0,1
31,960,0,1,15.36298129,15,0
31,226,1,1,16.70583461,1,0
31,226,0,1,14.21059844,17,0
31,366,1,1,16.70431744,1,0
31,366,0,1,15.7206329,13,0
31,307,0,1,16.70329531,0,0
31,307,1,1,12.32233936,25,0
33,960,1,1,16.70650815,0,1
33,960,0,1,15.36297902,15,0
33,226,1,1,16.70583475,1,0
33,226,0,1,14.21059943,17,0
33,366,1,1,16.70431738,1,0
33,366,0,1,15.72063364,13,0
33,307,0,1,16.70329496,0,0
33,307,1,1,12.32234069,25,0
35,960,1,1,16.70650824,0,1
35,960,0,1,15.3629774,15,0
35,226,1,1,16.70583482,1,0
35,226,0,1,14.21060022,17,0
35,366,1,1,16.70431721,1,0
35,366,0,1,15.7206343,13,0
35,307,0,1,16.70329467,0,0
35,307,1,1,12.32234176,25,0
36,226,1,1,16.70583485,1,1
36,226,0,1,14.21060061,17,0
36,366,1,1,16.70431715,1,0
36,366,0,1,15.72063455,13,0
36,307,0,1,16.70329461,0,0
36,307,1,1,12.32234219,25,0
36,290,1,1,16.70246831,1,0
36,290,0,1,14.45373459,17,0
38,226,1,1,16.70583503,1,1
38,226,0,1,14.21060125,17,0
38,366,1,1,16.70431744,1,0
38,366,0,1,15.720636,13,0
38,307,0,1,16.70329432,0,0
38,307,1,1,12.32234442,25,0
38,290,1,1,16.70246745,1,0
38,290,0,1,14.45373549,17,0
40,226,1,1,16.70583491,1,1
40,226,0,1,14.21060202,17,0
40,366,1,1,16.70431723,1,0
40,366,0,1,15.72063712,13,0
40,307,0,1,16.70329424,0,0
40,307,1,1,12.32234554,25,0
40,290,1,1,16.70246716,1,0
40,290,0,1,14.45373603,17,0
42,226,1,1,16.70583494,1,1
42,226,0,1,14.2106022,17,0
42,366,1,1,16.70431724,1,0
42,366,0,1,15.72063747,13,0
42,307,0,1,16.703294,0,0
42,307,1,1,12.322346,25,0
42,290,1,1,16.70246659,1,0
42,290,0,1,14.45373637,17,0
44,226,1,1,16.70583493,1,1
44,226,0,1,14.21060249,17,0
44,366,1,1,16.70431718,1,0
44,366,0,1,15.72063767,13,0
44,307,0,1,16.70329384,0,0
44,307,1,1,12.32234626,25,0
44,290,1,1,16.70246641,1,0
44,290,0,1,14.45373647,17,0
46,226,1,1,16.70583492,1,1
46,226,0,1,14.21060268,17,0
46,366,1,1,16.70431718,1,0
46,366,0,1,15.72063779,13,0
46,307,0,1,16.70329387,0,0
46,307,1,1,12.32234645,25,0
46,290,1,1,16.70246627,1,0
46,290,0,1,14.45373652,17,0
48,226,1,1,16.70583492,1,1
48,226,0,1,14.21060278,17,0
48,366,1,1,16.70431716,1,0
48,366,0,1,15.72063784,13,0
48,307,0,1,16.70329385,0,0
48,307,1,1,12.32234651,25,0
48,290,1,1,16.70246615,1,0
48,290,0,1,14.45373654,17,0
50,226,1,1,16.70583491,1,1
50,226,0,1,14.21060284,17,0
50,366,1,1,16.70431715,1,0
50,366,0,1,15.72063781,13,0
50,307,0,1,16.70329384,0,0
50,307,1,1,12.32234655,25,0
50,290,1,1,16.7024661,1,0
50,290,0,1,14.45373656,17,0
52,226,1,1,16.70583492,1,1
52,226,0,1,14.21060288,17,0
52,366,1,1,16.70431714,1,0
52,366,0,1,15.72063777,13,0
52,307,0,1,16.70329384,0,0
52,307,1,1,12.32234658,25,0
52,290,1,1,16.70246608,1,0
52,290,0,1,14.45373657,17,0
54,226,1,1,16.70583492,1,1
54,226,0,1,14.21060291,17,0
54,366,1,1,16.70431714,1,0
54,366,0,1,15.72063775,13,0
54,307,0,1,16.70329384,0,0
54,307,1,1,12.32234658,25,0
54,290,1,1,16.70246607,1,0
54,290,0,1,14.45373656,17,0
55,366,1,1,16.703642,1,1
55,366,0,1,15.72001916,13,0
55,307,0,1,16.70262089,0,0
55,307,1,1,12.32172581,25,0
55,290,1,1,16.7017918,1,0
55,290,0,1,14.45308058,17,0
55,504,1,1,16.70166099,1,0
55,504,0,1,14.83494547,17,0
57,366,1,1,16.70364148,1,1
57,366,0,1,15.72002107,13,0
57,307,0,1,16.70262117,0,0
57,307,1,1,12.32172899,25,0
57,290,1,1,16.70179586,1,0
57,290,0,1,14.45308002,17,0
57,504,1,1,16.70166129,1,0
57,504,0,1,14.83494748,17,0
59,366,1,1,16.70364416,1,1
59,366,0,1,15.7200233,13,0
59,307,0,1,16.70261931,0,0
59,307,1,1,12.32172816,25,0
59,290,1,1,16.7017988,1,0
59,290,0,1,14.45307992,17,0
59,504,1,1,16.70166341,1,0
59,504,0,1,14.83494628,17,0
61,366,1,1,16.70364506,1,1
61,366,0,1,15.72002393,13,0
61,307,0,1,16.70261777,0,0
61,307,1,1,12.32172738,25,0
61,290,1,1,16.70179935,1,0
61,290,0,1,14.4530802,17,0
61,504,1,1,16.70166334,1,0
61,504,0,1,14.83494557,17,0
63,366,1,1,16.70364532,1,1
63,366,0,1,15.72002433,13,0
63,307,0,1,16.70261742,0,0
63,307,1,1,12.32172729,25,0
63,290,1,1,16.70179959,1,0
63,290,0,1,14.45308021,17,0
63,504,1,1,16.70166383,1,0
63,504,0,1,14.83494526,17,0
65,366,1,1,16.70364533,1,1
65,366,0,1,15.72002473,13,0
65,307,0,1,16.70261754,0,0
65,307,1,1,12.32172728,25,0
65,290,1,1,16.70179959,1,0
65,290,0,1,14.45308027,17,0
65,504,1,1,16.70166395,1,0
65,504,0,1,14.83494494,17,0
67,366,1,1,16.70364538,1,1
67,366,0,1,15.72002494,13,0
67,307,0,1,16.70261751,0,0
67,307,1,1,12.32172722,25,0
67,290,1,1,16.70179963,1,0
67,290,0,1,14.45308033,17,0
67,504,1,1,16.70166394,1,0
67,504,0,1,14.83494467,17,0
69,366,1,1,16.70364534,1,1
69,366,0,1,15.7200251,13,0
69,307,0,1,16.70261752,0,0
