# scorer=cert energy=eta K=3 N=1000 M=4200 seed=1 r=0.9 lookahead_k=4
step,vertex,dir,converged,sigma_after,eta_after,chosen,h
0,421,1,1,6.341978301,0,0,3
0,421,0,1,5.70268978,19,0,3
0,579,1,1,6.341978301,0,1,3
0,579,0,1,5.310582909,28,0,3
0,697,0,1,6.341978301,0,0,3
0,697,1,1,5.144866064,24,0,3
0,55,0,1,6.342007956,1,0,3
0,55,1,1,5.006094169,30,0,3
2,421,1,1,6.342178947,0,1,3
2,421,0,1,5.703024286,20,0,3
2,579,1,1,6.342178947,0,0,3
2,579,0,1,5.310715267,28,0,3
2,697,0,1,6.342178947,0,0,3
2,697,1,1,5.144706274,26,0,3
2,55,0,1,6.342276431,1,0,3
2,55,1,1,5.005912627,30,0,3
4,579,1,1,6.342119977,0,1,3
4,579,0,1,5.310633834,28,0,3
4,421,1,1,6.342119977,0,0,3
4,421,0,1,5.702777197,18,0,3
4,697,0,1,6.342119977,0,0,3
4,697,1,1,5.144755595,24,0,3
4,55,0,1,6.342179976,1,0,3
4,55,1,1,5.005902839,30,0,3
6,421,1,1,6.342288203,0,1,3
6,421,0,1,5.702807593,19,0,3
6,579,1,1,6.342288203,0,0,3
6,579,0,1,5.31067735,28,0,3
6,697,0,1,6.342288203,0,0,3
6,697,1,1,5.144779368,24,0,3
6,55,0,1,6.342108184,1,0,3
6,55,1,1,5.00598032,29,0,3
8,579,1,1,6.342059159,0,1,3
8,579,0,1,5.310697098,28,0,3
8,421,1,1,6.342059159,0,0,3
8,421,0,1,5.702835867,18,0,3
8,697,0,1,6.342059159,0,0,3
8,697,1,1,5.14485933,24,0,3
8,55,0,1,6.342140118,1,0,3
8,55,1,1,5.006105662,30,0,3
10,421,1,1,6.34222483,0,1,3
10,421,0,1,5.702736855,18,0,3
10,579,1,1,6.34222483,0,0,3
10,579,0,1,5.310644723,28,0,3
10,697,0,1,6.34222483,0,0,3
10,697,1,1,5.144886434,25,0,3
10,55,0,1,6.342143761,1,0,3
10,55,1,1,5.006059413,30,0,3
12,579,1,1,6.34216368,0,0,3
12,579,0,1,5.310657703,28,0,3
12,421,1,1,6.34216368,0,1,3
12,421,0,1,5.702763897,18,0,3
12,697,0,1,6.34216368,0,0,3
12,697,1,1,5.144825712,24,0,3
12,55,0,1,6.342113195,1,0,3
12,55,1,1,5.005999408,30,0,3
14,579,1,1,6.342160864,0,0,3
14,579,0,1,5.310676154,28,0,3
14,421,1,1,6.342160864,0,1,3
14,421,0,1,5.702729112,19,0,3
14,697,0,1,6.342160864,0,0,3
14,697,1,1,5.144794248,24,0,3
14,55,0,1,6.342141605,1,0,3
14,55,1,1,5.005970738,30,0,3
16,579,1,1,6.342178457,0,1,3
16,579,0,1,5.31065631,28,0,3
16,421,1,1,6.342178457,0,0,3
16,421,0,1,5.70277819,19,0,3
16,697,0,1,6.342178457,0,0,3
16,697,1,1,5.144822505,24,0,3
16,55,0,1,6.342132287,1,0,3
16,55,1,1,5.005992134,30,0,3
17,697,0,1,6.34214877,1,0,3
17,697,1,1,5.144834898,25,0,3
17,421,1,1,6.34214877,1,1,3
17,421,0,1,5.702732981,19,0,3
17,55,0,1,6.342148734,1,0,3
17,55,1,1,5.006013375,30,0,3
17,770,1,1,6.34177052,1,0,3
17,770,0,1,4.787380944,28,0,3
19,697,0,1,6.342125892,1,1,3
19,697,1,1,5.144866533,25,0,3
19,421,1,1,6.342125892,1,0,3
19,421,0,1,5.702985646,20,0,3
19,55,0,1,6.342125853,1,0,3
19,55,1,1,5.006051631,30,0,3
