# scorer=cert energy=eta K=3 N=1000 M=4200 seed=16 r=0.9 lookahead_k=4
step,vertex,dir,converged,sigma_after,eta_after,chosen,h
0,948,0,1,9.95479507,0,1,1
0,948,1,1,7.661972671,25,0,1
0,27,1,1,9.954078957,1,0,1
0,27,0,1,8.965565909,18,0,1
0,516,0,1,9.953301643,1,0,1
0,516,1,1,7.501404565,30,0,1
0,608,0,1,9.953285284,1,0,1
0,608,1,1,7.946871449,27,0,1
2,948,0,1,9.954353337,0,1,1
2,948,1,1,7.661843889,25,0,1
2,27,1,1,9.954123743,2,0,1
2,27,0,1,8.965569074,18,0,1
2,516,0,1,9.953477296,1,0,1
2,516,1,1,7.501379865,30,0,1
2,608,0,1,9.953452282,1,0,1
2,608,1,1,7.946697913,27,0,1
4,948,0,1,9.954181763,0,1,1
4,948,1,1,7.661846958,25,0,1
4,27,1,1,9.9541187,1,0,1
4,27,0,1,8.965592591,18,0,1
4,516,0,1,9.953344574,1,0,1
4,516,1,1,7.501357745,30,0,1
4,608,0,1,9.953316902,1,0,1
4,608,1,1,7.946819497,27,0,1
6,948,0,1,9.954357236,0,1,1
6,948,1,1,7.661789192,25,0,1
6,27,1,1,9.954156951,1,0,1
6,27,0,1,8.96563056,18,0,1
6,516,0,1,9.953389294,1,0,1
6,516,1,1,7.501392117,30,0,1
6,608,0,1,9.953358122,1,0,1
6,608,1,1,7.946855746,27,0,1
8,948,0,1,9.954358066,0,1,1
8,948,1,1,7.661788347,25,0,1
8,27,1,1,9.954307815,1,0,1
8,27,0,1,8.965565056,18,0,1
8,516,0,1,9.953534579,1,0,1
8,516,1,1,7.501394139,30,0,1
8,608,0,1,9.953499044,1,0,1
8,608,1,1,7.947392649,28,0,1
10,948,0,1,9.954319648,0,1,1
10,948,1,1,7.661794341,25,0,1
10,27,1,1,9.954253755,1,0,1
10,27,0,1,8.965563666,18,0,1
10,516,0,1,9.953484428,1,0,1
10,516,1,1,7.50139945,30,0,1
10,608,0,1,9.953451268,1,0,1
10,608,1,1,7.946858516,27,0,1
12,948,0,1,9.954326922,0,1,1
12,948,1,1,7.661799556,25,0,1
12,27,1,1,9.954216613,1,0,1
12,27,0,1,8.965525625,18,0,1
12,516,0,1,9.953442949,1,0,1
12,516,1,1,7.501426635,30,0,1
12,608,0,1,9.953411518,1,0,1
12,608,1,1,7.946871484,27,0,1
14,948,0,1,9.954260909,0,1,1
14,948,1,1,7.661839447,25,0,1
14,27,1,1,9.95424185,1,0,1
14,27,0,1,8.9655004,18,0,1
14,516,0,1,9.953469677,1,0,1
14,516,1,1,7.501431352,30,0,1
14,608,0,1,9.953436458,1,0,1
14,608,1,1,7.946869335,27,0,1
16,948,0,1,9.954276291,0,1,1
16,948,1,1,7.66185258,25,0,1
16,27,1,1,9.954223932,1,0,1
16,27,0,1,8.965499285,18,0,1
16,516,0,1,9.953449137,1,0,1
16,516,1,1,7.501421113,30,0,1
16,608,0,1,9.953419983,1,0,1
16,608,1,1,7.94684558,27,0,1
17,27,1,1,9.954242399,1,1,1
17,27,0,1,8.965490918,18,0,1
17,516,0,1,9.953467543,1,0,1
17,516,1,1,7.501426397,30,0,1
17,608,0,1,9.953436397,1,0,1
17,608,1,1,7.946861039,27,0,1
17,945,0,1,9.953254962,1,0,1
17,945,1,1,9.094826163,19,0,1
19,27,1,1,9.954239521,1,1,1
19,27,0,1,8.965505722,18,0,1
19,516,0,1,9.953463788,1,0,1
19,516,1,1,7.50141214,30,0,1
19,608,0,1,9.953436431,1,0,1
19,608,1,1,7.946838146,27,0,1
19,945,0,1,9.953249436,1,0,1
19,945,1,1,9.094843409,19,0,1
21,27,1,1,9.95423661,1,1,1
21,27,0,1,8.965528283,18,0,1
21,516,0,1,9.953461579,1,0,1
21,516,1,1,7.501404977,30,0,1
21,608,0,1,9.953433355,1,0,1
21,608,1,1,7.946848568,27,0,1
21,945,0,1,9.953246993,1,0,1
21,945,1,1,9.094873993,19,0,1
23,27,1,1,9.954238207,1,1,1
23,27,0,1,8.965526494,18,0,1
23,516,0,1,9.953462432,1,0,1
23,516,1,1,7.50140897,30,0,1
23,608,0,1,9.953433586,1,0,1
23,608,1,1,7.946843358,27,0,1
23,945,0,1,9.953250286,1,0,1
23,945,1,1,9.094870172,19,0,1
25,27,1,1,9.954237392,1,1,1
25,27,0,1,8.965521385,18,0,1
25,516,0,1,9.953461377,1,0,1
25,516,1,1,7.501416168,30,0,1
25,608,0,1,9.953432652,1,0,1
25,608,1,1,7.9468487,27,0,1
25,945,0,1,9.953250034,1,0,1
25,945,1,1,9.094863571,19,0,1
27,27,1,1,9.954237679,1,1,1
27,27,0,1,8.965515519,18,0,1
27,516,0,1,9.953461828,1,0,1
27,516,1,1,7.501416586,30,0,1
27,608,0,1,9.953433553,1,0,1
27,608,1,1,7.946851483,27,0,1
27,945,0,1,9.953250036,1,0,1
27,945,1,1,9.094856114,19,0,1
29,27,1,1,9.954237781,1,1,1
29,27,0,1,8.96551703,18,0,1
29,516,0,1,9.953462137,1,0,1
29,516,1,1,7.501414572,30,0,1
29,608,0,1,9.953433688,1,0,1
29,608,1,1,7.946846491,27,0,1
29,945,0,1,9.9532493,1,0,1
29,945,1,1,9.094856428,19,0,1
31,27,1,1,9.9542376,1,1,1
31,27,0,1,8.965520585,18,0,1
31,516,0,1,9.953462135,1,0,1
31,516,1,1,7.501412705,30,0,1
31,608,0,1,9.953433546,1,0,1
31,608,1,1,7.946847695,27,0,1
31,945,0,1,9.953249165,1,0,1
31,945,1,1,9.094860763,19,0,1
33,27,1,1,9.954237652,1,1,1
33,27,0,1,8.965522284,18,0,1
33,516,0,1,9.953462196,1,0,1
33,516,1,1,7.50141251,30,0,1
33,608,0,1,9.953433497,1,0,1
33,608,1,1,7.946847583,27,0,1
33,945,0,1,9.953249548,1,0,1
33,945,1,1,9.094862422,19,0,1
35,27,1,1,9.954237674,1,1,1
35,27,0,1,8.965520783,18,0,1
35,516,0,1,9.953462224,1,0,1
35,516,1,1,7.501413456,30,0,1
35,608,0,1,9.953433456,1,0,1
35,608,1,1,7.946848197,27,0,1
35,945,0,1,9.953249733,1,0,1
35,945,1,1,9.094860842,19,0,1
36,516,0,1,9.953403882,1,1,1
36,516,1,1,7.501400602,30,0,1
36,608,0,1,9.953375193,1,0,1
36,608,1,1,7.946820133,27,0,1
36,945,0,1,9.95319159,1,0,1
36,945,1,1,9.094805572,19,0,1
36,190,0,1,9.952849209,1,0,1
36,190,1,1,8.293854747,25,0,1
38,516,0,1,9.95340431,1,1,1
38,516,1,1,7.501398552,30,0,1
38,608,0,1,9.953375447,1,0,1
38,608,1,1,7.946819909,27,0,1
38,945,0,1,9.953192082,1,0,1
38,945,1,1,9.094803901,19,0,1
38,190,0,1,9.952848932,1,0,1
38,190,1,1,8.293854995,25,0,1
40,516,0,1,9.953404393,1,1,1
40,516,1,1,7.501397915,30,0,1
40,608,0,1,9.953375488,1,0,1
40,608,1,1,7.946820848,27,0,1
40,945,0,1,9.95319198,1,0,1
40,945,1,1,9.094804282,19,0,1
40,190,0,1,9.952848479,1,0,1
40,190,1,1,8.293855164,25,0,1
42,516,0,1,9.953404435,1,1,1
42,516,1,1,7.501397099,30,0,1
42,608,0,1,9.953375397,1,0,1
42,608,1,1,7.946820471,27,0,1
42,945,0,1,9.953191953,1,0,1
42,945,1,1,9.094804823,19,0,1
42,190,0,1,9.952848475,1,0,1
42,190,1,1,8.293854619,25,0,1
44,516,0,1,9.953404458,1,1,1
44,516,1,1,7.501396965,30,0,1
44,608,0,1,9.953375357,1,0,1
44,608,1,1,7.946820778,27,0,1
44,945,0,1,9.953191955,1,0,1
44,945,1,1,9.09480546,19,0,1
44,190,0,1,9.952848583,1,0,1
44,190,1,1,8.293854336,25,0,1
46,516,0,1,9.953404403,1,1,1
46,516,1,1,7.501396964,30,0,1
46,608,0,1,9.953375288,1,0,1
46,608,1,1,7.946820874,27,0,1
46,945,0,1,9.95319192,1,0,1
46,945,1,1,9.094805595,19,0,1
46,190,0,1,9.952848551,1,0,1
46,190,1,1,8.293854486,25,0,1
48,516,0,1,9.953404286,1,1,1
48,516,1,1,7.501396882,30,0,1
48,608,0,1,9.953375254,1,0,1
48,608,1,1,7.946820611,27,0,1
48,945,0,1,9.95319187,1,0,1
48,945,1,1,9.094805246,19,0,1
48,190,0,1,9.95284859,1,0,1
48,190,1,1,8.293854672,25,0,1
50,516,0,1,9.953404265,1,1,1
50,516,1,1,7.501396906,30,0,1
50,608,0,1,9.953375266,1,0,1
50,608,1,1,7.946820562,27,0,1
50,945,0,1,9.953191877,1,0,1
50,945,1,1,9.094805231,19,0,1
50,190,0,1,9.952848634,1,0,1
50,190,1,1,8.293854784,25,0,1
52,516,0,1,9.953404256,1,1,1
52,516,1,1,7.501396861,30,0,1
52,608,0,1,9.953375264,1,0,1
52,608,1,1,7.946820441,27,0,1
52,945,0,1,9.953191861,1,0,1
52,945,1,1,9.094805539,19,0,1
