# scorer=cert energy=sigma K=3 N=1000 M=4200 seed=1 r=0.9 lookahead_k=4
step,vertex,dir,converged,sigma_after,eta_after,chosen,h
0,421,1,1,6.341978301,0,0,3
0,421,0,1,5.70268978,19,0,3
0,579,1,1,6.341978301,0,0,3
0,579,0,1,5.310582909,28,0,3
0,697,0,1,6.341978301,0,0,3
0,697,1,1,5.144866064,24,0,3
0,55,0,1,6.342007956,1,1,3
0,55,1,1,5.006094169,30,0,3
2,421,1,1,6.342120199,0,0,3
2,421,0,1,5.702777295,18,0,3
2,579,1,1,6.342120199,0,0,3
2,579,0,1,5.310633846,28,0,3
2,697,0,1,6.342120199,0,0,3
2,697,1,1,5.14475555,24,0,3
2,55,0,1,6.342180089,1,1,3
2,55,1,1,5.005902839,30,0,3
4,421,1,1,6.342059111,0,0,3
4,421,0,1,5.702835915,18,0,3
4,579,1,1,6.342059111,0,0,3
4,579,0,1,5.31069707,28,0,3
4,697,0,1,6.342059111,0,0,3
4,697,1,1,5.144859306,24,0,3
4,55,0,1,6.342140034,1,1,3
4,55,1,1,5.006105655,30,0,3
6,421,1,1,6.342163632,0,1,3
6,421,0,1,5.702763921,18,0,3
6,579,1,1,6.342163632,0,0,3
6,579,0,1,5.31065763,28,0,3
6,697,0,1,6.342163632,0,0,3
6,697,1,1,5.144825705,24,0,3
6,55,0,1,6.342113278,1,0,3
6,55,1,1,5.005999366,30,0,3
8,579,1,1,6.342160825,0,1,3
8,579,0,1,5.310676207,28,0,3
8,421,1,1,6.342160825,0,0,3
8,421,0,1,5.702729111,19,0,3
8,697,0,1,6.342160825,0,0,3
8,697,1,1,5.144794293,24,0,3
8,55,0,1,6.3421417,1,0,3
8,55,1,1,5.005970707,30,0,3
10,421,1,1,6.342178436,0,0,3
10,421,0,1,5.702778163,19,0,3
10,579,1,1,6.342178436,0,1,3
10,579,0,1,5.310656224,28,0,3
10,697,0,1,6.342178436,0,0,3
10,697,1,1,5.14482252,24,0,3
10,55,0,1,6.342132214,1,0,3
10,55,1,1,5.005992101,30,0,3
12,421,1,1,6.342185199,0,1,3
12,421,0,1,5.702801711,18,0,3
12,579,1,1,6.342185199,0,0,3
12,579,0,1,5.310670113,28,0,3
12,697,0,1,6.342185199,0,0,3
12,697,1,1,5.144838784,24,0,3
12,55,0,1,6.342139267,1,0,3
12,55,1,1,5.006036881,30,0,3
14,579,1,1,6.34216234,0,0,3
14,579,0,1,5.310667048,28,0,3
14,421,1,1,6.34216234,0,0,3
14,421,0,1,5.702809606,18,0,3
14,697,0,1,6.34216234,0,1,3
14,697,1,1,5.144836113,24,0,3
14,55,0,1,6.34213228,1,0,3
14,55,1,1,5.006048496,30,0,3
16,579,1,1,6.342178063,0,0,3
16,579,0,1,5.310656387,28,0,3
16,697,0,1,6.342178063,0,1,3
16,697,1,1,5.144827617,24,0,3
16,421,1,1,6.342178063,0,0,3
16,421,0,1,5.702722676,19,0,3
16,55,0,1,6.342140524,1,0,3
16,55,1,1,5.006030154,30,0,3
17,421,1,1,6.342129076,1,0,3
17,421,0,1,5.702712128,19,0,3
17,579,1,1,6.342129076,1,1,3
17,579,0,1,5.31155194,29,0,3
17,55,0,1,6.342129069,1,0,3
17,55,1,1,5.006020234,30,0,3
17,770,1,1,6.341751985,1,0,3
17,770,0,1,4.787396005,28,0,3
19,421,1,1,6.342137083,1,0,3
19,421,0,1,5.702979718,20,0,3
19,579,1,1,6.342137083,1,0,3
19,579,0,1,5.311547307,29,0,3
19,55,0,1,6.342137084,1,1,3
19,55,1,1,5.005995055,30,0,3
